content,description,publishedAt,title,source_name,flood_disaster_relevance
"Willie Le Roux will leave Wasps at the end of the season, having joined the club from Canon Eagles in 2017
Gallagher Premiership
Venue: Ricoh Arena Date: Saturday, 9 March Kick-off: 14:00 GMT
Coverage: Live score updates on BBC local radio and on the BBC Sport website
Wasps make one change for the visit of Newcastle Falcons in the Premiership, with Jack Willis replacing Thomas Young (hip) in the back row.
South Africa full-back Willie Le Roux is set to make his 50th appearance for the club.
Newcastle director of rugby Dean Richards also makes one change, as Josh Matavesi replaces centre Chris Harris.
Simon Hammersley will make his 100th appearance for Falcons, who are five points adrift at the bottom.
Wasps: Le Roux; Watson, De Jongh, Lovobalavu, Bassett; Miller, Simpson; Harris, Taylor, Stuart, Rowlands, Gaskell, Johnson, (capt) Willis, Carr.
Replacements: Cruse, West, Alo, Matthews, Morris, Hampson, Umaga, Neal.
Newcastle Falcons: Hammersley; Kibirige, Williams, Matavesi, Sinoti; Flood, Takulua; Lockwood, McGuigan, Mulipola, Green, Davidson, Welch (capt), Graham, Chick.
Replacements: Cooper, Brocklebank, Wilson, Olmstead, Nagusa, Stuart, Connon, Bettencourt.
Referee: Tom Foley
For the latest rugby union news follow @bbcrugbyunion on Twitter.",Team news as Wasps host Newcastle Falcons in Saturday's Premiership fixture at Ricoh Arena (14:00 GMT).,2019-03-08T12:40:26Z,Premiership: Wasps v Newcastle Falcons,BBC News,0
"Exeter winger Olly Woodburn scored nine tries in 20 Premiership appearances last season
English Premiership
Venue: Sandy Park Date: Saturday, 23 February Kick-off: 14:30 GMT
Coverage: BBC local radio commentaries available via the BBC Sport website and app; live score updates online
Exeter make six changes for the visit of bottom-placed Newcastle as they bid to bounce back in the Premiership.
Gareth Steenson returns at fly-half, wingers Olly Woodburn and Alex Cuthbert are back and prop Greg Holmes comes in for Wales international Tomas Francis.
Johnny Williams is back from a knee injury at inside centre for Newcastle.
George McGuigan returns at hooker, John Hardie starts at open-side flanker, Callum Chick at number eight, while Sonatane Takulua is back at scrum-half.
Exeter Chiefs: Cordero; Cuthbert, Whitten, Devoto, Woodburn; Steenson, White; Hepburn, Yeandle (capt), Holmes, Dennis, Hill, Ewers, Armand, Kvesic.
Replacements: Innard, Keast, Street, Lees, Lonsdale, Maunder, J Simmonds, Hill.
Newcastle Falcons: Hammersley; Kibirige, Harris, Williams, Sinoti; Flood, Takulua; Lockwood, McGuigan, Wilson, Green, Davidson, Welch (capt), Hardie, Chick.
Replacements: Socino, Mulipola, Payne, Witty, Nagusa, Stuart, Swiel, Stevenson.
Referee: Luke Pearce.
For the latest rugby union news follow @bbcrugbyunion on Twitter.",Team news as Exeter Chiefs host Newcastle Falcons in Saturday's Premiership fixture at Sandy Park (14:30 GMT).,2019-02-22T13:11:21Z,Premiership: Exeter Chiefs v Newcastle Falcons,BBC News,0
"Kinghorn won his sixth and seventh caps for Scotland during the autumn internationals European Rugby Champions Cup Venue: Murrayfield Stadium Date: Friday, 7 December Kick-off: 19:45 Coverage: Live commentary on BBC Radio Scotland, BBC local radio, plus text commentary on BBC Sport website and app Scotland full-back Blair Kinghorn and Fiji number eight Viliame Mata are among 10 internationals Edinburgh welcome back for Friday's pivotal Champions Cup meeting with Newcastle. Stuart McInally, WP Nel, Grant Gilchrist, Ben Toolis, Hamish Watson and Jamie Ritchie also return up front. The Falcons have made 13 changes from the starting XV that beat Northampton. England's Mark Wilson is out with an ear infection, with wings Vereniki Goneva and Sinoti Sinoti also missing. The visitors have also brought in an all-new half-back partnership with Brett Connon taking over fly-half duties from Toby Flood and Sonatane Takulua coming in for Sam Stuart at nine. Flanker Gary Graham, who trained with Scotland in the autumn 10 months after doing so with England's Six Nations squad, starts at open-side with Callum Chick at eight. Scotland centre Chris Harris also starts for the Falcons. Pool Five Played Won Points Newcastle 2 2 8 Edinburgh 2 1 6 Montpellier 2 1 5 Toulon 2 0 1 Newcastle are top of Pool Five after superb victories away to Toulon and at home to Montpellier in their first two matches. After losing five of their first six Premiership encounters, they are making headway on the domestic front as well with their win over Saints following a home success over Bath. ""We've had the beauty of winning both of our games in Europe so everything's up for grabs in terms of how we can move on in this competition, and it's an important game for us,"" said director of rugby Dean Richards. ""You know what you're going to get from a side coached by Richard Cockerill. He will have them well drilled and up for it, and in someone like Viliame Mata they have one of the best number eights in world rugby who has been playing some unbelievable stuff in recent months."" Like their opponents, Edinburgh, who have a 100% home record so far this season, have made a total of 13 changes from the side beaten at Munster in the Pro14 last weekend. Callum Chick and Gary Graham - both pivotal in Newcastle's win over Montpellier - start at Murrayfield Scrum-half Henry Pyrgos and wing Darcy Graham are the other members of Gregor Townsend's Scotland squad back on club duty, while South African prop Pierre Schoeman makes his Champions Cup debut. ""It's been great to get everybody back in, for obvious reasons. They're all fit and healthy, which is good news for the club,"" said head coach Cockerill. ""We need to win. If you're going to qualify out of the group, then you're going to need to win three of the last four games - at least - to give yourself an opportunity."" Argentine centre Juan Pablo Socino is among the replacements, with his younger brother Santiago on the Newcastle bench. Edinburgh: Kinghorn; Graham, Johnstone, Dean, Van der Merwe; Van der Walt, Pyrgos; Schoeman, McInally (c), Nel, Toolis, Gilchrist, Ritchie, Watson, Mata Replacements: Cherry, Dell, Berghan, Hunter-Hill, Hamilton, Fowles, Hickey, Socino Newcastle : Tait; Arscott, Harris, Bettencourt, Radwan; Connon, Takulua; Brocklebank, McGuigan, Wilson, Cavubati, Young, Burrows (c), Graham, Chick. Replacements: Socino, Davison, Mavinga, Green, Uzokwe, Stuart, Flood, Williams For the latest rugby union news follow @bbcrugbyunion on Twitter.",Edinburgh welcome back 10 internationals while Newcastle make 13 changes for Friday's European Champions Cup fixture at Murrayfield (19:45 GMT).,2018-12-06T14:42:21Z,European Rugby Champions Cup: Edinburgh v Newcastle Falcons,BBC News,0
"Image copyrightMaureen WhelanImage caption
 A family summer house on the shores of Lake Ontario, US, has been completely covered in ice
Turbulent waves and high winds have turned a family beach home into an ""ice house"" at Ramona Beach, in Pulaski, New York.
Maureen Whelan's family has used the house for the past 85 years, but none of them has ever seen anything like this before. 
Maureen shares the house with her brother and sister, and together they have been trying to chip the ice off the roof. 
""We're devastated"" she told the BBC. 
High winds of up to 70mph (112km/h) created massive waves from Lake Ontario, which blew spray onto the houses and then froze in the chilly temperatures.
This is what the house looked like before it was covered in ice.
Image copyrightMaureen WhelanImage caption
 The house at Ramona Beach, on the shore of Lake Ontario, has been used by Maureen's family for 85 years
Maureen said the family have been creating channels so the ice can drain properly once melting occurs, in the hope of minimising water damage.
She says the property is not in a flood zone so insurance may not cover any damage. 
The home has a lakefront barrier which helped to protect it but there is four feet of ice in front of the house. 
""They're all smiling and making the best of an unfortunate situation"" says local reporter John Kucko in a Facebook post.
""We're the fourth generation to live in this house"" said Maureen. 
""This house holds many generations of memories. We're not wealthy people.""
She said they've used pumps inside, following the advice of local people: ""We're going up with chainsaws this weekend."" 
People living next to Lake Ontario have been experiencing extremely cold weather conditions. 
BBC Weather presenter Nick Miller said: ""Strong winds have blown water and spray from Lake Ontario onto the house which has then frozen producing a layer of ice. 
""It seems this weather pattern has continued long enough for the layer of ice to become unusually thick.""
""Destructive lake""
People have been sending messages of support to the family on social media.
Mary Lee Boardway-Keding told the family: ""Wow, having grown up in Oswego, and my parents having a place at Brennan's Beach I know how destructive the lake can be but I have never seen anything like this. 
""Praying the damage will be minimal for you. It is a beautiful cottage and I know how much your Dad loved it.""
Peg Martin writes on Facebook: ""We wish we could have helped you. Ramona beach family, Peg and Tom.""
Beth Murray writes: ""The family that chops ice together stays together!""
Sandy Laveck-Burkovich says: ""Wishing for a happy ending with no damage to the house itself!""
You may also be interested in: 
The house and its surroundings have been attracting local photographers like Scott Schild and John Kucko's daughter Natalie.
By Victoria Park, UGC &amp; Social news",Maureen Whelan's family has used the house on the shores of Lake Ontario for the past 85 years.,2019-03-05T19:47:59Z,New York family beach home turns into 'ice house',BBC News,0
"Owen Farrell has not featured for Saracens since before the Six Nations, and missed their European Champions Cup win over Glasgow last week because he was attending the birth of his first child
Gallagher Premiership
Venue: Allianz Park Date: Saturday, 6 April Kick-off: 15:00 BST
Coverage: Live score updates on BBC local radio and on the BBC Sport website
Owen Farrell returns to captain Saracens, who make eight changes from their Champions Cup win over Glasgow.
Max Malins and Nick Tompkins come into the back line, while Tom Woolstencroft, Vincent Koch, Michael Rhodes, Schalk Burger and Ben Earl return to the pack.
Rodney Ah You makes his Premiership debut for Newcastle in one of four changes from their victory over Sale.
Full-back Alex Tait, Canada international lock Evan Olmstead and number eight Callum Chick all return.
The Falcons are bottom of the table, but have won their past three games and are three points behind 11th-placed Worcester.
Second-placed Saracens are nine points behind leaders Exeter and could secure a play-off spot this weekend if results go their way.
The north London side are unbeaten in 19 home games in all competitions, a run stretching back to February 2018.
Saracens: Malins; Maitland, Lozowski, Tompkins, Williams; Farrell (capt), Spencer; Barrington, Woolstencroft, Koch, Itoje, Kruis, Rhodes, Burger, Earl.
Replacements: Tolofua, Adams-Hale, Lamositele, Isiekwe, Clark, Whiteley, Morris, Lewington.
Newcastle: Tait; Goneva, Harris, Matavesi, Sinoti; Flood (capt), Takulua; Mulipola, McGuigan, Ah You, Olmstead, Davidson, Graham, Hardie, Chick.
Replacements: Cooper, Lockwood, Wilson, Robinson, Witty, Stuart, Connon, Dunbar.
Referee: Karl Dickson.
For the latest rugby union news follow @bbcrugbyunion on Twitter.",Team news as Saracens host Newcastle in Saturday's Premiership fixture at the Allianz Park (15:00 BST).,2019-04-05T12:05:38Z,Premiership: Saracens v Newcastle Falcons,BBC News,0
"More than 30,000 fans attended Newcastle Falcons' victory over Northampton at St James' Park last year
Gallagher Premiership
Venue: St James' Park Date: Saturday, 23 March Kick-off: 17:30 GMT
Coverage: Live score updates on BBC local radio and on the BBC Sport website
Newcastle Falcons aim for a third successive win for the first time this season as they host fifth-placed Sale at Newcastle United's St James' Park.
Dean Richards makes five changes as Vereniki Goneva returns from a calf injury while Mark Wilson is back after playing in England's Six Nations games.
Sale welcome back England flanker Tom Curry and Scotland back Byron McGuigan.
Prop Ross Harrison plays after a three-week injury absence while captain Jono Ross starts at number eight. 
The Falcons also have Scotland centre Chris Harris back after helping the Scots draw with England at Twickenham.
Fiji number eight Nemani Nagusa also starts after scoring in the win over Wasps a fortnight ago from the bench, while John Hardie gets the nod at flanker.
It is the second year that Newcastle have played 'The Big One' fixture at the home of their football neighbours and have already sold close to 25,000 tickets. 
Should Newcastle win and Worcester lose at Bristol they could move off the bottom of the Premiership, while fifth-placed Sale have the chance to close the gap on fourth-placed Gloucester with a victory.
Newcastle: Hammersley; Goneva, Harris, Matavesi, Sinoti; Flood, Takulua; Lockwood, McGuigan, Mulipola, Green, Davidson, Wilson (capt), Hardie, Nagusa
Replacements: Cooper, Brocklebank, Wilson, Olmstead, Graham, Stuart, Connon, Williams
Sale: James; Solomona, O'Connor, van Rensburg, McGuigan; James, de Klerk; Harrison, Webber, John, Beaumont, Phillips, T Curry, B Curry, Ross (capt)
Replacements: Langdon, Bristow, Jones, Evans, Neild, Warr, Redpath, Reed
For the latest rugby union news follow @bbcrugbyunion on Twitter.",Team news as Newcastle Falcons host Sale Sharks in Saturday's Premiership fixture at Newcastle United's St James' Park (17:30 GMT).,2019-03-22T12:57:54Z,Premiership: Newcastle Falcons v Sale Sharks,BBC News,0
"Image copyrightEon/MGMImage caption
 Finney (right) made his final screen appearance in Craig's third Bond film
James Bond star Daniel Craig has led tributes to actor Albert Finney, with whom he appeared in 2012's Skyfall.
""I'm deeply saddened by the news of Albert Finney's passing,"" he said. ""The world has lost a giant.
""Wherever Albert is now, I hope there are horses and good company.""
Bond producers Michael G Wilson and Barbara Broccoli also paid tribute, saying ""it was a privilege to work with him and an honour to have had him as part of our Bond family.""
Finney's death at the age of 82 has prompted a flood of tributes to the British star, one of the leading actors of the post-war era.
Christopher Eccleston, who hails from Finney's home city of Salford, told BBC North West Tonight: ""He was the only actor I knew of from Salford, so he was my inspiration.""
He added: ""What was interesting about him was he could deliver very, very truthful performances, but he also went on stage and played classical roles, and of course he was trained by and understudied Laurence Olivier, so he could do it all.""
Paul Greengrass, who directed Finney in 2007 thriller The Bourne Ultimatum, said he would ""miss him enormously"". 
Greengrass said: ""Albert was one of our greatest actors, significant not just for his talent but for the way he made British theatre and cinema reflect life as it was truly lived.""
He continued: ""Off screen he brought his infectious sense of humour to work every morning. He loved every aspect of the business and we in turn loved and revered him.""
US actress Bernadette Peters, who appeared alongside him in 1982's Annie, was among others to express sadness.
Comedian and novelist David Walliams remembered him simply as ""the beautiful Albert Finney"".
British film-maker Edgar Wright marked his passing by quoting one of his famous lines from Saturday Night and Sunday Morning.
Stephen Merchant, co-creator of The Office and Extras, also used Arthur Seaton's earthy dialogue to pay tribute.
Christopher McQuarrie, director of the last two Mission: Impossible films, said Finney ""was an artist with a Thompson"" - a reference to his submachine gun prowess in Miller's Crossing.
Fellow film-maker Ava DuVernay paid tribute to his versatility, saying ""that's what acting means"".
Colin Hanks, son of Oscar-winner Tom, said Finney was ""a damn fine actor"" who ""made it seem effortless, even when you knew it wasn't.""
Pulp Fiction star Rosanna Arquette and British actor David Morrissey also paid tribute.
Actor Rufus Sewell said he was ""very sad"" to hear about Finney's death, adding that he ""had the enormous privilege of working with him early on"".
""Apart from being effortlessly great he was also a great all-round example of how to behave,"" he tweeted.
Cary Elwes, star of The Princess Bride and Robin Hood: Men in Tights, also paid his respects.
Paul Dennett, mayor of Finney's home town Salford, said the flag at the Salford City Council office was flying at half mast as a mark of respect.
The Lowry Theatre in Salford also paid tribute by mentioning his role in its creation.
Mary Queen of Scots director Josie Rourke, a fellow Salford native, said he had been ""an inspiration"".
Others to post tributes include Bafta, the British Film Institute, the National Theatre, the Royal Academy of Dramatic Art and the Old Vic.
BBC One will show Finney's 1994 film A Man of No Importance on Sunday at 23:30 GMT to mark his passing.
Follow us on Facebook, on Twitter @BBCNewsEnts, or on Instagram at bbcnewsents. If you have a story suggestion email entertainment.news@bbc.co.uk.","The late star is remembered as ""a damn fine actor"" who ""made it seem effortless"".",2019-02-08T17:12:02Z,Albert Finney: Daniel Craig leads tributes to late Bond co-star,BBC News,0
"Image copyrightGetty Images
More than 200 firms contributed to our request for ideas on what the global tech trends will be in 2019. Here's a synthesis of the main themes occupying the minds of the technorati this year. You may be surprised.
This year it's all about data - a small, rather dull word for something that is profoundly changing the world we live in.
New technologies, from voice-controlled speakers to ""internet of things"" (IoT) sensors, connected cars to fitness wearables, are vastly increasing the amount of digital data we produce.
And artificial intelligence (AI), machine learning and cloud computing are transforming the way we store, analyse and apply it.
""In 2019 smart sensors will start to be found everywhere, automating data collection to satisfy the voracious appetite of AI,"" says Tim Harper, a former European Space Centre engineer and now founder of G2O Water Technologies.
AI could be a powerful force for good, improving healthcare and combating climate change, for example. But it also presents many dangers - to democracy, to financial markets, to the belief in objective truth. 
Image copyrightGetty ImagesImage caption
 Our world is digital now, but has that made it better or worse?
Data in the wrong hands, used in the wrong way, could even threaten world peace, some commentators warn.
Fake news?
""Deepfakes"" - manipulated digital videos that overlay another person's face onto a body or change what people actually said - pose a growing threat, argues Katja Bego, data scientist at innovation foundation, Nesta.
""2019 will be the year that a malicious 'deepfake' video sparks a geopolitical incident,"" she predicts. 
Media captionThe face-mapping technology raising fears about fake news
""Though deepfakes are still a relatively new technology, they are evolving incredibly fast, making it harder and harder for the naked eye - or even digital forensics tools - to identify them. At the same time, they are also becoming ever easier and cheaper to create."" 
She envisages a nightmare scenario in which a world leader could appear to declare war or spread damaging propaganda, with potentially devastating results.
As fake news stories - often state-sponsored - continue to flood social media and China's Xinhua News Agency launches its first AI-created newsreaders, the lines between the fake and the real are becoming increasingly blurred. 
If we cannot trust what we see or hear any more, is this ""the end of truth as we know it?"" asks Ms Bego.
Media captionChina's 'first AI news anchor'
Andrew Tsonchev, director of technology at cyber security company Darktrace Industrial, believes the internet's openness and lack of accountability - qualities its founders cherished - play into the hands of those with malicious intent.
""Ultimately, manipulating the public discourse might prove to be a greater cyber-risk than the hacking of our devices,"" he says. 
""Controlling data may soon become more important than stealing it.""
Under attack
Cybersecurity companies are notorious for scaring us witless in the drive to sell more of their products. But that doesn't mean their warnings are worthless.
And AI in the hands of criminal or state-sponsored hackers is certainly worth worrying about.
""2019 will see the first AI-orchestrated attack take down a FTSE 100 company,"" predicts Jason Hart, chief technology officer, data protection, at security firm Gemalto.
Image copyrightGetty ImagesImage caption
 Could an AI-powered cyber-attack knock out a city's entire electricity supply?
""A new breed of AI-powered malware will infect an organisation's systems, sit undetected gathering information, adapt to its surroundings, and unleash a series of bespoke attacks targeted to take down a company from the inside out.""
AI will be needed to fight AI, many believe, particularly as the IoT vastly increases the number of potential weak points in this burgeoning network of connected devices. 
Greg Day from Palo Alto Networks says: ""AI on AI cyber-battles will begin. Cybersecurity will be a machine versus machine fight with humans alongside to help and adjudicate. 
""While cybersecurity will look for new ways to spot adversaries and threats with AI, adversaries will use AI themselves and increasingly look to subvert machine learning and AI."" 
This will ramp up the stakes even further.
""We'll see the first example of a scaled-up mass IoT attack affecting critical infrastructure,"" predicts Darren Thomson, chief technology officer at cybersecurity firm Symantec.
Healthier lives
But it's not all bad news. AI unleashed on all our health data could herald a new era of personalised medicine, many believe.
""We predict that by mid-2020, two in three patients with any condition will be supported by AI and AI-related technologies, either as part of diagnostics, treatment, or administration,"" says John Gikopoulos, global head of AI and automation at Infosys Consulting.
AI-powered computers are getting better at analysing images and diagnosing cancers, and helping to identify molecules that could be turned into life-saving drugs.
Image copyrightGetty ImagesImage caption
 Wearable devices are giving us increasingly sophisticated data about our health and wellbeing
Virtual doctors and chatbots are giving us health advice via apps.
""In 2019, for the first time ever, there will be more health data available outside health systems than inside them,"" says Othman Laraki, chief executive of Color, a San Francisco-based genetic testing company. 
""Your Apple Watch can deduce your heart health, your mood, your sleep patterns. Your genome can tell you your risk for inherited cancer and heart disease and traits that impact everything from your caffeine sensitivity to your ability to metabolise medicine."" 
Data-driven healthcare, with an emphasis on prevention rather than cure, will have a ""tremendous societal impact"", he believes.
Taking back control?
In the wake of last year's Facebook-Cambridge Analytica scandal, which resulted in a maximum £500,000 fine for Facebook imposed by the UK's Information Commissioner's Office, how big companies use and abuse our data has been under much greater scrutiny. 
As firms scramble to get their data privacy policies up to scratch now that the European Union's General Data Protection Regulation is in force, ""2019 will be the year of GDPR fines"", says Harrison Van Riper, a senior analyst at cybersecurity firm Digital Shadows.
Some commentators are predicting a consumer fightback.
Image copyrightEPAImage caption
 Facebook's Mark Zuckerberg came under fire for the cavalier way his firm treated customer data
""In 2019, I expect that consumers will start to reclaim control of their data and monetise it,"" says Phil Beckett, managing director of disputes and investigations at management consultancy Alvarez and Marsal. 
Systems are being developed to allow us to control our health, financial, social, and entertainment data effectively, argues Paul Winstanley, chief executive of Censis, a centre of excellence for sensing and imaging systems.
""It is then an individual's choice whether they want to share that data with a third party, or not.""
As consumer trust has been ""severely dented"", argues Mark Curtis, co-founder at design consultancy Fjord, firms will increasingly adopt a ""data minimalism"" approach, only asking for data they really need.
More Technology of Business
""They will have to clearly show the payback for users sharing their data, drawing a straight line from the act of sharing to receiving relevant products and services in return,"" he says.
All this consumer data, analysed by AI, will at least enable firms to personalise their services, argues Nigel Vaz, international chief executive of digital transformation agency Publicis.Sapient.
But rebuilding trust will be key, and this means consumers understanding how and why their data is being used, believes Ojas Rege, chief strategy officer at MobileIron, a mobile security company.
""Without transparency, there is no trust. Without trust, there is no data. Without data, there is no AI,"" he concludes.
The last word...
While data - how it is produced, stored, analysed and applied - is the key theme for 2019, developing technologies, such as voice control, superfast 5G mobile and connected cars, will gather pace through the year.
But these will only emphasise further how vulnerable our data is and how much harder we need to work to protect, own and value it.
Follow Matthew on Twitter and Facebook","Data - how it is created, stored, analysed and applied - will be a key theme in 2019, experts think.",2019-01-04T00:15:36Z,Tech trends 2019: 'The end of truth as we know it?',BBC News,0
"Saracens' Eloise Bloomfield carries the ball Saracens remain top of the Premier 15s table after cruising to a 59-0 victory over Darlington Mowden Park Sharks - their 10th win of the season. Vicky Fleetwood went over after just three minutes before a flood of tries followed in pouring rain. Sarries scored five more tries to make it 38-0 at half-time, before another three tries after the interval added the gloss to an impressive performance. Harlequins leapfrogged Loughborough Lightning into second with a 43-7 win. In an emphatic Quins first-half performance, Heather Cowell scored the opening try with just four minutes gone, before Leanne Riley and Georgia Newman crossed the line too. The second period started in similar fashion to the first and Quins' dominance was rewarded when Emily Scott ran through for try number four, and Riley intercepted possession for the fifth. Lightning secured a consolation score but Harlequins had the final say as Cowell added a second try before Chloe Edwards scored in the final minutes. Wasps responded to last weekend's defeat by Loughborough with a 34-0 win over Firwood Waterloo Ladies. Centre Louise Dodd opened the scoring after making a gap for herself, before Garnet Mackinder raced in eight minutes from half-time. Rochelle Clark then dotted down following a driving maul as tries from Hannah West, Claudia MacDonald and a second from Mackinder capped the victory, and keeps the pressure on leaders Sarries. Kelly Smith scored a hat-trick of tries as Gloucester-Hartpury Women avenged their early-season defeat by Bristol Bears Women with a comfortable 53-7 victory. Tatyana Heard and Sascha Acheson also scored a brace each against the Bears - who were without key internationals Sarah Bern, Amber Reed and Elinor Snowsill. Millie Wood opened the scoring before Smith, Heard and Acheson stole the show to ensure the Cherry and Whites remain in fifth, while Bristol picked up a late consolation try through Merryn Doidge. Find out how to get into rugby union with our special guide. In Round 11's final match, Anna Caplice's late try completed a stirring 21-15 comeback as Richmond denied Worcester Valkyries their first win of the season. Worcester led 15-7 with 18 minutes left but Laura Kapo's converted try reduced the arrears to one point. Then Ireland international Caplice scored her third try in as many games to hand Richmond the lead with just four minutes remaining. Vicky Laflin had gone over in the corner and Alex Callender crashed over on debut, either side of Emelie Hellgren's score, to give Worcester a 10-7 lead at the break, but their wait for victory goes on.",Saracens remain top of the Premier 15s table with a 59-0 victory over Darlington Mowden Park Sharks - their tenth win of the season.,2018-12-09T17:05:24Z,Premier 15s: Saracens retain top spot,BBC News,0
"Tom Dunn will pack down alongside props Nathan Catt and Henry Thomas for his 100th Bath appearance
Gallagher Premiership
Venue: The Recreation Ground Date: Saturday, 16 February Kick-off: 15:00 GMT
Coverage: BBC local radio and the BBC Sport website
Bath include winger Joe Cokanasiga after his release from England's Six Nations squad as they host Newcastle.
Hooker Tom Dunn will make his 100th appearance, while Jamie Roberts and Jonathan Joseph make up the midfield.
Newcastle also welcome back an international in flanker Gary Graham, two weeks after his Scotland debut.
Josh Matavesi (calf), Vereniki Goneva (calf) and Alex Dunbar (groin) all miss out because of injuries, but loose-head Sam Lockwood is back to full fitness.
Bath centre Jonathan Joseph told BBC Radio Bristol:
""We are in a massively confident place; not overly confident, but we are confident in our ability and we know what this next set of games means to us, and it starts with Newcastle so our focus is fully on them.
""Any team you put in front of us at the Rec, we want to put in a good performance, not just narrowly win. We want to make this place a fortress and win by four tries or what have you.
""They [Falcons] remind me of Ireland a little bit, in that they like their set-plays and two, three, four-phase attacks.
""So we need to be confrontational, get their big boys down early on and take the space away from their backs. If they get going, they can be a dangerous side.""
Newcastle director of rugby Dean Richards told BBC Newcastle:
""For the past couple of weeks, there's been some really good rugby played, we just need to string it together for 80 minutes.
""The next four games are pretty important to us and we'll take whatever we can out of each one - that's how we'll approach it.
""Bath is a difficult place to play, it'll be a really interesting and hard game, but we've been down there before and won.
""We just need to go out there and produce a performance.""
Bath: Homer; Rokoduguni, Joseph, Roberts, Cokanasiga; Priestland, Chudley (co-capt); Catt, Dunn, Thomas, Attwood, Charteris (co-capt), Stooke, Louw, Mercer.
Replacements: Walker, Van Rooyen, Lahiff, Ewels, Grant, Green, Burns, McConnochie.
Newcastle: Hammersley; Kibirige, Harris, Bettencourt, Sinoti; Flood, Young; Lockwood, Cooper, Mulipola, Green, Davidson, Welch (capt), Graham, Nagusa.
Replacements: Socino, Brocklebank, Wilson, Witty, Hardie, Takulua, Connon, Stevenson.
Referee: JP Doyle.
For the latest rugby union news follow @bbcrugbyunion on Twitter.",Team news as Bath host Newcastle Falcons in Saturday's Premiership fixture at The Rec (15:00 GMT).,2019-02-15T16:27:25Z,Premiership: Bath v Newcastle Falcons,BBC News,0
